Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;UNT003__Unternehmen__Anzahl;RSF101__RSF__Unternehmen__Prozent;ENH001__Oertliche_Einheiten__Anzahl;RSF102__RSF__Oertliche_Einheiten__Prozent;ERW012__Beschaeftigte__Anzahl;ERW005__Arbeitnehmer__Anzahl;RSF002__RSF__Arbeitnehmer__Prozent;ERW014__Teilzeitbeschaeftigte__Anzahl;UMS002__Umsatz__Mill._EUR;RSF104__RSF__Umsatz__Prozent;UMS049__Umsatz_je_Unternehmen__Tsd._EUR;UMS051__Umsatz_je_Beschaeftigten__Tsd._EUR;UMS056__Umsatz_aus_ECommerce__Prozent;ERT005__Sonstige_betriebliche_Ertraege__Mill._EUR;SUB001__Subventionen__Mill._EUR;BST021__Warenbestaende_am_Anfang_des_Jahres__Mill._EUR;BST022__Warenbestaende_am_Ende_des_Jahres__Mill._EUR;ETG008__Entgelte__Mill._EUR;RSF008__RSF__Entgelte__Prozent;INV018__Bruttoinvestitionen_in_Sachanlagen__Mill._EUR;RSF106__RSF__Bruttoinvestitionen_in_Sachanlagen__Prozent;ERT004__Rohertragsquote__Prozent;AUFW01__Aufwendungen__Mill._EUR;ERT003__Rohertrag__Mill._EUR;PRO013__Produktionswert__Mill._EUR;PRO018__Produktionswert_(Anteil_am_Umsatz)__Prozent;BWS003__Bruttowertschoepfung_zu_Faktorkosten__Mill._EUR;RSF107__RSF__BWS_zu_Faktorkosten__Prozent;BWS009__BWS_zu_Faktorkosten_(Anteil_am_Umsatz)__Prozent;BBU001__Bruttobetriebsueberschuss__Mill._EUR;BBU002__Bruttobetriebsueberschuss_(Anteil_am_Umsatz)__Prozent
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08562;Caterer und sonstige Verpflegungsdienstleistungen;15354;1,3;25023;2,7;259428;243754;2,3;153611;10618;1,1;692;41;2,8;299;60;157;172;3109;1,2;283;7,1;64,0;9683;6799;10849;102,2;5351;1,4;50,4;1308;12,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085621;EventCaterer;4918;;5623;;64176;59165;;41049;1968;;400;31;3,7;23;2;28;27;476;;81;;70,3;1678;1384;1979;100,6;952;;48,4;313;15,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085629;Erbringung sonstiger Verpflegungsdienstleistungen;10436;;19401;;195252;184590;;112562;8650;;829;44;2,6;277;58;129;145;2633;;203;;62,6;8005;5415;8870;102,5;4399;;50,9;995;11,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08563;Ausschank von Getränken;35828;0,9;37822;1,2;224307;184139;3,6;143933;5738;1,8;160;26;1,2;79;1;107;112;1084;2,7;165;11,5;69,1;4673;3963;5780;100,7;2511;2,2;43,8;1150;20,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856301;Schankwirtschaften;28753;;30049;;152129;120146;;90214;3923;;136;26;0,6;55;1;70;73;729;;112;;68,9;3159;2701;3955;100,8;1737;;44,3;823;21,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856302;Diskotheken und Tanzlokale;1325;;1453;;34297;33218;;28660;779;;588;23;4,1;16;0;15;14;178;;26;;75,9;662;591;792;101,7;355;;45,6;133;17,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856303;Bars;2808;;3091;;20857;18049;;14780;518;;184;25;1,9;6;0;9;10;102;;11;;71,1;439;368;523;101,0;216;;41,7;85;16,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856304;Vergnügungslokale;238;;267;;3259;2898;;2451;88;;370;27;0,2;1;0;2;2;20;;2;;76,7;76;67;88;100,0;38;;43,5;12;14,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856309;Sonstige getränkegeprägte Gastronomie;2704;;2962;;13765;9827;;7829;431;;159;31;0,5;2;0;12;12;55;;14;;54,6;337;235;423;98,1;164;;38,1;97;22,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Gaststättengewerbe;167673;0,2;184690;0,6;1360338;1175943;1,3;794028;44413;1,1;265;33;1,1;1011;21;787;840;10314;1,3;1474;8,7;68,5;38324;30428;45071;101,5;20146;1,1;45,4;7175;16,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085501;Gastgewerbe;230413;0,1;263249;0,5;2173316;1920338;0,9;1183559;83605;0,8;363;38;7,3;1897;152;1492;1543;20463;1,0;3729;6,8;72,6;71970;60676;84937;101,6;39707;0,9;47,5;13735;16,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855;Beherbergung;45591;0,5;51367;1,0;576253;525851;1,5;254782;30095;1,2;660;52;18,9;510;83;479;480;7624;1,3;2047;6,2;81,9;24477;24659;30486;101,3;15559;1,4;51,7;6213;20,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08551;Hotels, Gasthöfe und Pensionen;32985;0,8;36820;1,2;503432;467671;1,6;217924;26892;1,3;815;53;19,2;421;27;399;399;6885;1,4;1664;7,4;82,3;21929;22122;27224;101,2;13843;1,5;51,5;5411;20,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855101;Hotels (ohne Hotels garnis);12526;;14825;;327665;315770;;121034;20042;;1600;61;21,7;346;24;287;290;5315;;1247;;83,2;16756;16675;20332;101,4;10147;;50,6;3658;18,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855102;Hotels garnis;6212;;6987;;59719;53392;;28603;3127;;503;52;19,1;33;0;37;34;706;;188;;85,9;2382;2686;3145;100,6;1643;;52,5;777;24,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855103;Gasthöfe;9106;;9765;;93466;81651;;56231;2968;;326;32;4,3;32;2;61;60;717;;176;;72,7;2244;2157;2987;100,6;1650;;55,6;758;25,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855104;Pensionen;5141;;5244;;22582;16859;;12055;754;;147;33;10,5;10;1;14;14;148;;52;;80,0;548;604;762;101,0;402;;53,3;218;28,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;9771;0,6;11185;2,7;53567;41955;4,0;27577;2237;2,5;229;42;19,4;51;35;60;61;500;3,6;194;7,1;79,3;1751;1774;2274;101,7;1192;3,1;53,3;572;25,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855201;Erholungs und Ferienheime;718;;839;;8617;8170;;5168;321;;447;37;12,9;9;26;7;7;111;;27;;75,3;300;241;327;102,0;194;;60,4;55;17,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855202;Ferienzentren;235;;273;;5888;5693;;2840;433;;1846;74;34,3;6;0;5;5;86;;26;;82,8;343;359;433;99,9;203;;46,8;97;22,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855203;Ferienhäuser und Ferienwohnungen;8328;;9211;;27198;16784;;12654;979;;118;36;16,5;12;3;41;42;141;;103;;78,3;668;766;989;101,1;502;;51,2;327;33,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855204;Jugendherbergen und Hütten;490;;863;;11864;11308;;6913;504;;1027;42;16,7;23;6;7;7;163;;38;;81,0;440;408;525;104,2;294;;58,4;93;18,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08553;Campingplätze;1465;2,5;1611;2,9;12419;10851;5,7;6547;615;6,3;420;50;8,7;9;1;16;16;127;5,7;100;18,4;79,9;452;492;609;99,0;331;5,4;53,7;174;28,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08559;Sonstige Beherbergungsstätten;1370;3,6;1751;4,3;6835;5374;5,1;2734;352;4,8;257;51;6,9;29;20;3;3;111;6,0;90;13,2;76,9;345;270;378;107,6;194;3,9;55,1;56;15,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855901;Privatquartiere;992;;1108;;2416;1281;;866;93;;93;38;9,5;0;0;1;1;13;;11;;82,3;64;76;93;100,0;44;;47,3;28;30,6
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855909;Sonstige Beherbergungsstätten a.n.g.;378;;643;;4419;4093;;1868;259;;686;59;6,0;28;20;2;2;98;;79;;75,0;280;194;286;110,3;150;;57,8;27;10,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856;Gastronomie;184449;0,2;208468;0,5;1724559;1526283;1,1;1039583;58837;0,8;319;34;1,8;1575;101;967;1024;14729;1,0;2015;4,5;68,4;49763;40217;59826;101,7;28946;1,0;49,2;10807;18,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;133555;0,4;147209;0,7;1216356;1073681;1,4;718686;41502;1,1;311;34;1,7;1230;14;669;707;10169;1,4;1486;5,6;69,4;34775;28803;42303;101,9;20559;1,2;49,5;8008;19,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Restaurants mit herkömmlicher Bedienung;79958;;86219;;805511;717643;;471549;26674;;334;33;1,6;291;10;459;479;6856;;973;;69,1;22195;18423;26712;100,1;13251;;49,7;4800;18,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856102;Restaurants mit Selbstbedienung;3124;;5731;;108810;106027;;68915;5732;;1835;53;2,2;843;3;72;77;1475;;196;;72,0;5493;4127;6499;113,4;2884;;50,3;1089;19,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856103;Imbissstuben und Ähnliches;31661;;34078;;147332;115074;;86079;4893;;155;33;3,0;38;0;78;81;799;;144;;66,2;3662;3241;4860;99,3;2278;;46,5;1272;26,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856104;Cafes;11878;;13251;;105936;93388;;65619;2726;;230;26;0,3;30;2;43;50;724;;88;;70,1;2291;1910;2734;100,3;1382;;50,7;473;17,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856105;Eissalons;6935;;7930;;48768;41549;;26525;1476;;213;30;0,0;28;0;18;20;315;;86;;74,6;1134;1101;1499;101,5;764;;51,7;373;25,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08562;Caterer und sonstige Verpflegungsdienstleistungen;15790;1,2;24676;2,0;279853;264830;2,7;176022;11403;1,4;722;41;2,6;266;84;179;189;3444;1,7;335;8,9;64,2;10341;7322;11575;101,5;5625;2,5;49,3;1422;12,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085621;EventCaterer;5821;;6750;;73384;67203;;51740;2338;;402;32;2,8;24;6;36;43;581;;100;;69,1;1956;1615;2355;100,7;1131;;48,4;420;17,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085629;Erbringung sonstiger Verpflegungsdienstleistungen;9969;;17926;;206469;197627;;124282;9065;;909;44;2,6;242;78;143;146;2862;;235;;63,0;8385;5708;9221;101,7;4494;;49,6;1002;11,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08563;Ausschank von Getränken;35104;1,1;36582;1,3;228350;187772;3,3;144876;5932;2,1;169;26;0,5;79;2;118;129;1117;3,2;194;11,4;69,0;4648;4092;5948;100,3;2762;2,8;46,6;1377;23,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856301;Schankwirtschaften;28209;;29162;;156662;125622;;94349;4143;;147;26;0,5;47;2;75;80;793;;124;;69,5;3185;2880;4151;100,2;1998;;48,2;1012;24,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856302;Diskotheken und Tanzlokale;1202;;1284;;30378;29315;;25394;634;;528;21;0,7;15;0;13;13;137;;34;;76,6;525;485;646;101,9;291;;45,9;124;19,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856303;Bars;3140;;3382;;24993;21744;;16557;626;;199;25;0,7;14;0;20;24;123;;11;;70,8;523;443;639;102,1;273;;43,7;121;19,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856304;Vergnügungslokale;186;;200;;2001;1666;;1177;76;;409;38;0,1;1;0;1;1;18;;4;;75,9;60;58;77;100,7;38;;49,8;16;21,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856309;Sonstige getränkegeprägte Gastronomie;2367;;2554;;14316;9426;;7399;453;;191;32;0,5;3;0;9;10;47;;20;;49,9;354;226;435;96,1;162;;35,7;103;22,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Gaststättengewerbe;168659;0,2;183792;0,5;1444706;1261453;1,3;863562;47434;1,0;281;33;1,5;1309;16;788;836;11286;1,3;1680;5,1;69,3;39423;32895;48251;101,7;23320;1,1;49,2;9385;19,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ085501;Gastgewerbe;230040;0,1;259835;0,4;2300813;2052134;0,9;1294365;88933;0,7;387;39;7,5;2084;184;1445;1504;22353;0,8;4063;3,8;72,9;74241;64876;90312;101,6;44505;0,8;50,0;17019;19,1
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855;Beherbergung;46563;0,5;52342;0,9;594985;545237;1,1;274123;31331;0,7;673;53;21,1;870;105;424;460;8085;0,9;2023;5,1;82,5;26415;25841;32111;102,5;15871;1,3;50,7;5927;18,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08551;Hotels, Gasthöfe und Pensionen;33091;0,7;36997;1,2;518172;483733;1,2;233957;27916;0,7;844;54;21,5;791;22;364;392;7287;0,9;1603;6,0;82,8;23628;23117;28638;102,6;14079;1,5;50,4;5129;18,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855101;Hotels (ohne Hotels garnis);12117;;14373;;332641;321874;;125066;20773;;1714;62;23,0;728;16;260;284;5572;;1222;;83,7;17928;17397;21464;103,3;10436;;50,2;3613;17,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855102;Hotels garnis;6877;;7927;;70083;63368;;38123;3455;;502;49;27,8;35;2;35;40;828;;186;;86,0;2828;2970;3480;100,7;1688;;48,8;669;19,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855103;Gasthöfe;8776;;9215;;91060;80056;;56998;2884;;329;32;6,2;24;2;55;52;731;;150;;73,0;2281;2105;2889;100,2;1541;;53,4;626;21,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855104;Pensionen;5321;;5482;;24388;18434;;13771;803;;151;33;10,7;5;2;14;16;156;;45;;80,2;591;644;806;100,3;415;;51,6;221;27,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;10429;0,9;11755;2,2;56937;44715;3,4;30243;2431;3,0;233;43;21,6;60;38;36;39;549;3,5;251;11,6;80,1;1963;1946;2480;102,0;1255;4,5;51,6;568;23,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855201;Erholungs und Ferienheime;782;;886;;10359;9968;;6589;376;;481;36;11,6;25;28;7;9;131;;40;;81,4;358;306;399;106,0;235;;62,5;73;19,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855202;Ferienzentren;181;;230;;5450;5290;;2838;390;;2160;72;39,4;6;0;5;4;81;;30;;83,0;329;324;390;100,0;166;;42,6;67;17,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855203;Ferienhäuser und Ferienwohnungen;8965;;9760;;28941;17723;;13539;1128;;126;39;18,9;8;3;17;19;173;;125;;77,8;806;878;1136;100,7;557;;49,4;335;29,7
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855204;Jugendherbergen und Hütten;502;;879;;12187;11734;;7278;536;;1068;44;21,4;21;7;7;7;164;;56;;81,8;471;438;555;103,5;296;;55,2;92;17,2
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08553;Campingplätze;1525;0,0;1762;3,3;12918;11424;3,5;6875;625;2,6;410;48;10,7;6;1;20;25;136;3,8;79;9,1;80,9;462;506;622;99,5;342;3,8;54,7;174;27,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08559;Sonstige Beherbergungsstätten;1518;6,0;1828;5,7;6958;5366;2,7;3048;360;2,5;237;52;8,5;14;44;3;3;113;1,6;90;19,7;75,6;362;272;371;103,2;195;3,4;54,2;56;15,5
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855901;Privatquartiere;1103;;1178;;2728;1479;;1138;104;;95;38;15,5;1;0;1;1;17;;7;;82,5;77;86;105;100,3;48;;45,8;28;26,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0855909;Sonstige Beherbergungsstätten a.n.g.;415;;649;;4230;3887;;1910;256;;616;60;5,7;13;44;2;2;96;;83;;72,7;285;186;267;104,3;147;;57,7;28;10,9
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856;Gastronomie;188385;0,2;214117;0,6;1779463;1577272;1,0;1110882;61657;0,6;327;35;1,8;644;87;1043;1106;15797;0,8;2140;5,6;68,7;53333;42349;61691;100,1;28558;0,9;46,3;9118;14,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;135741;0,3;148665;0,7;1241639;1098873;1,3;763411;43093;0,9;317;35;1,3;366;12;711;741;10793;1,0;1652;7,0;69,4;36923;29911;43011;99,8;19887;1,3;46,1;6579;15,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856101;Restaurants mit herkömmlicher Bedienung;78796;;84385;;805740;720215;;489156;27411;;348;34;1,2;244;11;489;509;7180;;978;;69,0;23635;18919;27416;100,0;12898;;47,1;4051;14,8
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856102;Restaurants mit Selbstbedienung;3034;;5411;;115191;112661;;76450;5902;;1945;51;1,5;57;0;72;73;1536;;272;;73,3;5293;4327;5883;99,7;2533;;42,9;668;11,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856103;Imbissstuben und Ähnliches;35051;;37643;;168191;132358;;104303;5585;;159;33;2,3;33;0;83;87;988;;196;;66,2;4431;3697;5544;99,3;2426;;43,4;1191;21,3
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856104;Cafes;12100;;12915;;101261;89149;;63638;2709;;224;27;0,7;15;1;46;49;738;;116;;69,6;2310;1886;2670;98,6;1342;;49,5;417;15,4
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ0856105;Eissalons;6760;;8310;;51257;44490;;29864;1487;;220;29;0,0;17;0;21;23;349;;89;;72,7;1253;1081;1497;100,7;687;;46,2;252;17,0
45342;Jahresstatistik im Gastgewerbe;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;WZ08G1;WZ2008 (ausgewählte Positionen): Gastgewerbe;WZ08562;Caterer und sonstige Verpflegungsdienstleistungen;16772;1,3;27411;3,3;297307;281343;2,4;184706;12294;1,1;733;41;4,4;223;72;196;212;3819;2,0;281;7,2;66,2;11240;8138;12426;101,1;6021;1,6;49,0;1365;11,1
